Low,Median,High,Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position
21.0,36.0,44.26,QC,"Heating, refrigeration and air conditioning mechanics ",72402,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
22.06,41.37,57.0,QC,Railway carmen/women ,72403,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
23.0,37.29,50.51,QC,Aircraft mechanics and aircraft inspectors ,72404,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
16.34,34.34,47.8,QC,Machine fitters ,72405,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
26.0,43.0,48.0,QC,Elevator constructors and mechanics ,72406,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
17.35,25.0,35.0,QC,"Automotive service technicians, truck and bus mechanics and mechanical repairers ",72410,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
15.25,23.85,33.0,QC,"Auto body collision, refinishing and glass technicians and damage repair estimators ",72411,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
19.0,25.0,36.24,QC,Oil and solid fuel heating mechanics ,72420,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
15.25,25.04,47.91,QC,Appliance servicers and repairers ,72421,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
23.0,29.75,36.0,QC,Electrical mechanics ,72422,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
20.0,24.0,65.0,QC,"Motorcycle, all-terrain vehicle and other related mechanics ",72423,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
16.0,21.0,34.0,QC,Other small engine and small equipment repairers ,72429,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
17.71,35.2,54.46,QC,Crane operators ,72500,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
20.0,28.61,40.43,QC,Water well drillers ,72501,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
19.78,57.69,100.0,QC,"Air pilots, flight engineers and flying instructors ",72600,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
23.91,50.47,111.71,QC,Air traffic controllers and related occupations ,72601,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
23.0,38.0,66.67,QC,"Deck officers, water transport ",72602,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
22.02,35.07,56.38,QC,"Engineer officers, water transport ",72603,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
,40.37,,QC,Railway traffic controllers and marine traffic regulators ,72604,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
19.0,22.05,37.0,QC,Other technical trades and related occupations ,72999,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
26.07,35.05,41.24,QC,Concrete finishers ,73100,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
23.5,34.74,42.0,QC,Tilesetters ,73101,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
24.0,36.1,41.62,QC,"Plasterers, drywall installers and finishers and lathers ",73102,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
25.0,35.0,43.0,QC,Roofers and shinglers ,73110,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
21.82,34.46,42.0,QC,Glaziers ,73111,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
21.15,32.0,40.0,QC,Painters and decorators (except interior decorators) ,73112,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
15.75,24.0,37.0,QC,Residential and commercial installers and servicers ,73200,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
15.6,20.0,26.44,QC,General building maintenance workers and building superintendents ,73201,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
15.25,23.62,39.83,QC,Pest controllers and fumigators ,73202,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
17.0,21.0,26.44,QC,Other repairers and servicers ,73209,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
17.0,24.0,30.74,QC,Transport truck drivers ,73300,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
15.25,21.0,32.0,QC,"Bus drivers, subway operators and other transit operators ",73301,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
33.65,40.87,43.0,QC,Railway and yard locomotive engineers ,73310,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
22.5,36.15,48.0,QC,Railway conductors and brakemen/women ,73311,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
21.0,32.0,41.37,QC,Heavy equipment operators ,73400,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
16.0,25.0,31.5,QC,Printing press operators ,73401,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
25.73,35.0,43.34,QC,"Drillers and blasters - surface mining, quarrying and construction ",73402,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
18.65,22.8,29.18,QC,Mail and parcel sorters and related occupations ,74100,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
23.0,29.0,35.0,QC,Letter carriers ,74101,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
15.25,23.0,23.0,QC,Couriers and messengers ,74102,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
18.88,32.0,42.0,QC,Railway yard and track maintenance workers ,74200,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
17.71,25.39,31.08,QC,Water transport deck and engine room crew ,74201,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
16.0,19.0,28.0,QC,Air transport ramp attendants ,74202,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
15.25,19.0,22.0,QC,Automotive and heavy truck and equipment parts installers and servicers ,74203,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
24.0,36.49,39.0,QC,Utility maintenance workers ,74204,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
20.0,24.04,32.84,QC,Public works maintenance equipment operators and related workers ,74205,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
23.3,36.09,37.0,QC,Longshore workers ,75100,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
15.25,20.0,30.0,QC,Material handlers ,75101,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
18.0,25.0,35.54,QC,Construction trades helpers and labourers ,75110,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
16.0,21.68,33.36,QC,Other trades helpers and labourers ,75119,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
15.25,15.25,31.25,QC,Taxi and limousine drivers and chauffeurs ,75200,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
15.25,18.0,29.0,QC,Delivery service drivers and door-to-door distributors ,75201,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
17.6,25.0,31.97,QC,Boat and cable ferry operators and related occupations ,75210,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
15.25,19.0,28.0,QC,Railway and motor transport labourers ,75211,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
18.5,27.0,31.0,QC,Public works and maintenance labourers ,75212,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
25.35,57.89,113.24,QC,Managers in natural resources production and fishing ,80010,8,80,"Natural resources, agriculture and related production occupations",Middle management occupations in production and agriculture,0,Managers
15.25,18.27,40.51,QC,Managers in agriculture ,80020,8,80,"Natural resources, agriculture and related production occupations",Middle management occupations in production and agriculture,0,Managers
18.0,21.0,30.0,QC,Managers in horticulture ,80021,8,80,"Natural resources, agriculture and related production occupations",Middle management occupations in production and agriculture,0,Managers
21.28,29.81,42.31,QC,"Supervisors, logging and forestry ",82010,8,82,"Natural resources, agriculture and related production occupations","Supervisors in natural resources, agriculture and related production",2,Technical Occupations and/or Supervisors
27.0,50.48,70.0,QC,"Supervisors, mining and quarrying ",82020,8,82,"Natural resources, agriculture and related production occupations","Supervisors in natural resources, agriculture and related production",2,Technical Occupations and/or Supervisors
16.0,20.4,27.28,QC,Agricultural service contractors and farm supervisors ,82030,8,82,"Natural resources, agriculture and related production occupations","Supervisors in natural resources, agriculture and related production",2,Technical Occupations and/or Supervisors
19.0,23.08,35.0,QC,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services ",82031,8,82,"Natural resources, agriculture and related production occupations","Supervisors in natural resources, agriculture and related production",2,Technical Occupations and/or Supervisors
22.0,35.0,55.94,QC,Underground production and development miners ,83100,8,83,"Natural resources, agriculture and related production occupations",Occupations in natural resources and related production,3,General Occupations/Trades
21.0,29.0,35.0,QC,Logging machinery operators ,83110,8,83,"Natural resources, agriculture and related production occupations",Occupations in natural resources and related production,3,General Occupations/Trades
16.0,20.21,37.5,QC,Fishermen/women ,83121,8,83,"Natural resources, agriculture and related production occupations",Occupations in natural resources and related production,3,General Occupations/Trades
25.0,37.0,46.0,QC,Underground mine service and support workers ,84100,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support
16.0,22.0,29.12,QC,Oil and gas well drilling and related workers and services operators ,84101,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support
18.6,25.0,32.0,QC,Chain saw and skidder operators ,84110,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support
19.18,24.0,31.27,QC,Silviculture and forestry workers ,84111,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support
15.25,18.0,28.85,QC,Specialized livestock workers and farm machinery operators ,84120,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support
16.0,20.0,32.86,QC,Fishing vessel deckhands ,84121,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support
15.25,17.0,23.0,QC,Livestock labourers ,85100,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support
15.25,17.0,23.0,QC,Harvesting labourers ,85101,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support
15.25,17.3,22.0,QC,Nursery and greenhouse labourers ,85103,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support
20.5,28.0,39.58,QC,Mine labourers ,85110,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support
16.0,20.0,28.0,QC,"Oil and gas drilling, servicing and related labourers ",85111,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support
17.0,26.0,45.0,QC,Logging and forestry labourers ,85120,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support
15.25,20.0,25.5,QC,Landscaping and grounds maintenance labourers ,85121,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support
28.0,44.87,78.42,QC,Manufacturing managers ,90010,9,90,Occupations in manufacturing and utilities,Middle management occupations in manufacturing and utilities,0,Managers
36.06,62.5,94.87,QC,Utilities managers ,90011,9,90,Occupations in manufacturing and utilities,Middle management occupations in manufacturing and utilities,0,Managers
24.0,32.0,57.0,QC,"Supervisors, mineral and metal processing ",92010,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
25.0,33.0,57.69,QC,"Supervisors, petroleum, gas and chemical processing and utilities ",92011,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
20.0,29.0,40.0,QC,"Supervisors, food and beverage processing ",92012,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
20.5,25.64,42.67,QC,"Supervisors, plastic and rubber products manufacturing ",92013,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
22.0,32.0,48.08,QC,"Supervisors, forest products processing ",92014,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
18.0,22.0,32.0,QC,"Supervisors, textile, fabric, fur and leather products processing and manufacturing ",92015,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
24.0,30.0,43.27,QC,"Supervisors, motor vehicle assembling ",92020,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
20.0,29.91,35.58,QC,"Supervisors, electronics and electrical products manufacturing ",92021,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
18.0,24.25,30.0,QC,"Supervisors, furniture and fixtures manufacturing ",92022,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
22.0,30.6,46.0,QC,"Supervisors, other mechanical and metal products manufacturing ",92023,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
25.24,28.21,51.01,QC,"Supervisors, other products manufacturing and assembly ",92024,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
21.0,28.85,51.0,QC,Power engineers and power systems operators ,92100,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
20.25,26.8,38.0,QC,Water and waste treatment plant operators ,92101,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
21.0,36.5,47.97,QC,"Central control and process operators, mineral and metal processing ",93100,9,93,Occupations in manufacturing and utilities,Central control and process operators and aircraft assembly assemblers and inspectors,3,General Occupations/Trades
18.54,37.26,73.62,QC,"Central control and process operators, petroleum, gas and chemical processing ",93101,9,93,Occupations in manufacturing and utilities,Central control and process operators and aircraft assembly assemblers and inspectors,3,General Occupations/Trades
23.0,32.0,38.46,QC,"Pulping, papermaking and coating control operators ",93102,9,93,Occupations in manufacturing and utilities,Central control and process operators and aircraft assembly assemblers and inspectors,3,General Occupations/Trades
19.55,27.5,39.0,QC,Aircraft assemblers and aircraft assembly inspectors ,93200,9,93,Occupations in manufacturing and utilities,Central control and process operators and aircraft assembly assemblers and inspectors,3,General Occupations/Trades
22.0,35.0,49.5,QC,"Machine operators, mineral and metal processing ",94100,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
16.5,23.4,33.73,QC,Foundry workers ,94101,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
17.0,23.66,27.95,QC,Glass forming and finishing machine operators and glass cutters ,94102,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
18.7,24.0,31.82,QC,"Concrete, clay and stone forming operators ",94103,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
17.5,24.0,34.83,QC,"Inspectors and testers, mineral and metal processing ",94104,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
17.0,22.0,30.5,QC,Metalworking and forging machine operators ,94105,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
18.0,23.0,34.0,QC,Machining tool operators ,94106,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.5,21.0,28.0,QC,Machine operators of other metal products ,94107,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
18.0,25.0,33.5,QC,Chemical plant machine operators ,94110,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
16.0,21.0,28.0,QC,Plastics processing machine operators ,94111,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
17.85,26.0,35.0,QC,Rubber processing machine operators and related workers ,94112,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
17.5,22.5,27.0,QC,Sawmill machine operators ,94120,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
20.0,30.0,37.0,QC,"Pulp mill, papermaking and finishing machine operators ",94121,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
16.0,28.76,33.0,QC,Paper converting machine operators ,94122,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
17.25,20.97,29.0,QC,Lumber graders and other wood processing inspectors and graders ,94123,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.5,19.0,26.0,QC,Woodworking machine operators ,94124,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
17.0,21.25,30.0,QC,Other wood processing machine operators ,94129,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.25,17.0,21.75,QC,"Textile fibre and yarn, hide and pelt processing machine operators and workers ",94130,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.25,17.5,22.32,QC,"Weavers, knitters and other fabric making occupations ",94131,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.25,15.76,20.74,QC,Industrial sewing machine operators ,94132,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.25,16.55,21.98,QC,"Inspectors and graders, textile, fabric, fur and leather products manufacturing ",94133,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.5,20.39,30.0,QC,"Process control and machine operators, food and beverage processing ",94140,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.38,21.0,23.85,QC,"Industrial butchers and meat cutters, poultry preparers and related workers ",94141,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.81,17.9,20.0,QC,Fish and seafood plant workers ,94142,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
16.22,21.0,33.39,QC,"Testers and graders, food and beverage processing ",94143,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.25,21.82,34.41,QC,Plateless printing equipment operators ,94150,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.7,22.87,34.16,QC,"Camera, platemaking and other prepress occupations ",94151,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.25,18.36,27.01,QC,Binding and finishing machine operators ,94152,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
18.5,29.0,30.0,QC,"Motor vehicle assemblers, inspectors and testers ",94200,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
19.15,21.31,34.0,QC,"Electronics assemblers, fabricators, inspectors and testers ",94201,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.25,22.0,31.5,QC,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing ",94202,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.25,18.0,30.0,QC,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers ",94203,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
18.0,23.0,32.2,QC,Mechanical assemblers and inspectors ,94204,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.25,20.56,28.5,QC,"Machine operators and inspectors, electrical apparatus manufacturing ",94205,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.5,20.0,25.0,QC,"Furniture and fixture assemblers, finishers, refinishers and inspectors ",94210,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
16.1,19.62,23.0,QC,Assemblers and inspectors of other wood products ,94211,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.75,20.0,26.04,QC,"Plastic products assemblers, finishers and inspectors ",94212,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
17.0,22.75,32.0,QC,"Industrial painters, coaters and metal finishing process operators ",94213,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
16.0,20.0,27.5,QC,"Other products assemblers, finishers and inspectors ",94219,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
17.0,24.1,43.48,QC,Labourers in mineral and metal processing ,95100,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
16.79,21.0,28.5,QC,Labourers in metal fabrication ,95101,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
16.32,20.3,34.59,QC,Labourers in chemical products processing and utilities ,95102,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
15.5,20.0,25.57,QC,"Labourers in wood, pulp and paper processing ",95103,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
16.0,18.75,22.0,QC,Labourers in rubber and plastic products manufacturing ,95104,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
15.25,17.34,22.72,QC,Labourers in textile processing and cutting ,95105,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
15.25,18.0,23.5,QC,Labourers in food and beverage processing ,95106,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
15.3,17.27,19.92,QC,Labourers in fish and seafood processing ,95107,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
15.25,17.87,23.37,QC,"Other labourers in processing, manufacturing and utilities ",95109,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
17.02,39.48,82.72,SK,Legislators ,00010,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers
32.25,45.58,84.81,SK,Senior government managers and officials ,00011,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers
43.27,78.85,120.19,SK,"Senior managers - financial, communications and other business services ",00012,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers
26.0,48.34,82.0,SK,Financial managers ,10010,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
39.68,50.48,77.4,SK,Human resources managers ,10011,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
38.46,51.77,81.73,SK,Purchasing managers ,10012,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
32.0,44.42,62.56,SK,Other administrative services managers ,10019,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
32.44,50.48,68.68,SK,"Banking, credit and other investment managers ",10021,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
